,date,open,close,high,low,volume,code
43,2007-05-09,28.223,28.756,29.229,27.566,111812.7,601318
44,2007-05-10,28.774,28.214,28.879,28.135,85844.59,601318
45,2007-05-11,27.785,27.483,27.96,26.757,160592.98,601318
46,2007-05-14,27.041,28.008,29.181,26.254,171743.88,601318
47,2007-05-15,28.179,26.923,28.218,26.888,111533.98,601318
48,2007-05-16,26.91,27.273,27.557,26.56,98841.5,601318
49,2007-05-17,27.273,27.501,27.908,27.129,84327.98,601318
50,2007-05-18,27.343,27.216,27.496,26.695,111772.95,601318
51,2007-05-21,26.652,27.768,28.262,26.604,168888.72,601318
52,2007-05-22,27.785,28.004,28.721,27.768,124376.7,601318
53,2007-05-23,28.061,28.096,28.441,27.829,76320.81,601318
54,2007-05-24,28.004,27.312,28.441,26.866,114201.75,601318
55,2007-05-25,27.12,27.094,27.636,26.958,85754.5,601318
56,2007-05-28,27.164,28.214,28.266,27.133,158345.01,601318
57,2007-05-29,28.223,28.433,28.66,28.091,97017.95,601318
58,2007-05-30,26.822,25.803,28.17,25.602,203316.5,601318
59,2007-05-31,26.254,26.665,27.347,25.619,142413.13,601318
60,2007-06-01,26.293,26.494,27.347,26.07,384486.59,601318
61,2007-06-04,26.494,24.945,26.7,24.416,219698.18,601318
62,2007-06-05,24.766,24.937,25.641,23.576,201583.74,601318
63,2007-06-06,25.05,25.247,25.851,24.726,144222.52,601318
64,2007-06-08,26.039,25.895,26.319,25.26,167923.94,601318
65,2007-06-11,25.825,27.361,27.553,25.825,183390.17,601318
66,2007-06-12,27.479,28.179,28.564,27.426,193908.32,601318
67,2007-06-13,28.223,27.859,28.695,27.553,151368.74,601318
68,2007-06-14,28.135,28.192,28.923,27.829,115152.21,601318
69,2007-06-15,28.179,28.608,28.822,28.03,93825.19,601318
70,2007-06-18,29.207,31.469,31.469,29.106,205301.73,601318
71,2007-06-19,31.504,31.141,32.292,30.848,144186.95,601318
72,2007-06-20,31.067,30.918,32.336,30.883,134554.49,601318
73,2007-06-21,30.848,32.34,33.906,30.848,198228.55,601318
74,2007-06-22,32.38,32.824,33.592,32.038,140628.57,601318
75,2007-06-25,33.135,32.591,34.035,31.937,186735.79,601318
76,2007-06-26,31.95,32.121,32.556,31.424,166576.1,601318
77,2007-06-27,32.134,33.434,33.881,32.134,108954.47,601318
78,2007-06-28,33.499,32.082,33.57,32.047,88164.45,601318
79,2007-06-29,31.38,31.384,32.038,31.248,93936.47,601318
80,2007-07-02,31.16,30.581,31.424,30.019,70236.72,601318
81,2007-07-03,30.638,31.546,31.84,30.638,45929.13,601318
82,2007-07-04,31.424,30.853,31.818,30.721,45024.26,601318
83,2007-07-05,30.721,30.778,32.038,30.423,66118.7,601318
84,2007-07-06,30.73,31.959,31.972,30.655,66052.93,601318
85,2007-07-09,32.249,33.069,33.346,31.985,56814.63,601318
86,2007-07-10,33.346,33.934,34.32,33.091,86853.04,601318
87,2007-07-11,33.868,33.763,33.868,33.091,33665.64,601318
88,2007-07-12,33.82,35.066,35.698,33.39,67414.16,601318
89,2007-07-13,35.286,34.899,35.847,34.452,44066.91,601318
90,2007-07-16,35.027,36.071,37.16,35.027,98339.13,601318
91,2007-07-17,36.076,35.975,36.076,34.465,132322.22,601318
92,2007-07-18,35.549,35.856,37.045,35.338,107608.52,601318
93,2007-07-19,35.72,34.671,35.72,34.544,111135.09,601318
94,2007-07-20,35.022,36.94,37.546,34.935,126833.96,601318
95,2007-07-23,36.997,36.629,37.177,35.839,257001.64,601318
96,2007-07-24,36.734,36.216,36.866,35.703,235980.05,601318
97,2007-07-25,36.216,36.084,36.216,35.066,212895.44,601318
98,2007-07-26,36.155,35.558,36.251,35.198,150663.89,601318
99,2007-07-27,35.308,35.154,35.724,34.671,130134.75,601318
100,2007-07-30,35.163,35.694,35.926,35.158,143462.82,601318
101,2007-07-31,35.694,36.646,36.76,34.935,171732.23,601318
102,2007-08-01,37.173,35.167,37.173,35.101,165011.98,601318
103,2007-08-02,35.724,35.909,36.514,35.154,112760.59,601318
104,2007-08-03,36.032,38.968,39.494,36.032,256936.79,601318
105,2007-08-06,39.06,39.613,40.42,38.182,191168.77,601318
106,2007-08-07,39.587,38.919,39.894,38.709,124329.88,601318
107,2007-08-08,38.599,38.797,39.446,38.182,98063.32,601318
108,2007-08-09,39.06,41.671,42.58,38.919,175415.89,601318
109,2007-08-10,41.035,41.864,43.005,40.399,122910.99,601318
110,2007-08-13,41.781,41.465,42.729,40.728,110833.48,601318
111,2007-08-14,41.478,43.001,43.146,41.474,100951.64,601318
112,2007-08-15,43.001,43.005,43.664,41.737,90172.51,601318
113,2007-08-16,42.567,40.886,42.997,40.162,159425.53,601318
114,2007-08-17,42.132,39.135,42.132,38.95,169571.32,601318
115,2007-08-20,40.508,40.609,41.338,40.025,123339.6,601318
116,2007-08-21,40.605,40.75,41.386,40.368,115804.64,601318
117,2007-08-22,40.377,40.754,41.408,40.078,108622.05,601318
118,2007-08-23,40.921,40.973,41.408,40.245,121525.0,601318
119,2007-08-24,41.254,42.878,43.598,41.254,118407.7,601318
120,2007-08-27,43.317,43.567,44.616,43.317,150392.63,601318
121,2007-08-28,43.55,45.397,46.556,42.878,167160.55,601318
122,2007-08-29,44.239,43.501,45.204,43.449,109482.55,601318
123,2007-08-30,43.91,44.283,44.721,43.536,96898.35,601318
124,2007-08-31,44.274,44.809,45.336,43.804,79969.89,601318
125,2007-09-03,45.097,45.326,46.469,45.088,83997.94,601318
126,2007-09-05,43.58,43.144,44.591,42.568,61234.32,601318
127,2007-09-06,43.316,43.967,44.2,42.885,102554.73,601318
128,2007-09-07,43.712,42.564,44.415,42.507,116613.37,601318
129,2007-09-10,42.212,43.087,43.36,41.781,79457.94,601318
130,2007-09-11,42.7,42.335,44.371,41.997,117334.59,601318
131,2007-09-12,42.656,44.081,44.151,42.656,106949.81,601318
132,2007-09-13,44.802,45.44,45.998,44.459,109230.51,601318
133,2007-09-14,45.647,46.249,46.438,45.119,93198.36,601318
134,2007-09-17,46.306,47.256,48.329,46.306,134378.87,601318
135,2007-09-18,47.274,46.095,47.529,45.814,65949.05,601318
136,2007-09-19,46.966,49.679,50.167,46.913,184995.38,601318
137,2007-09-20,49.297,51.997,53.646,49.257,118623.11,601318
138,2007-09-21,51.794,52.56,53.206,51.39,66459.25,601318
139,2007-09-24,52.133,53.619,54.477,51.451,75058.68,601318
140,2007-09-25,54.53,56.926,58.839,54.521,97031.88,601318
141,2007-09-26,57.177,55.392,59.094,54.969,77131.56,601318
142,2007-09-27,55.453,57.828,57.96,52.85,57290.17,601318
143,2007-09-28,60.027,59.345,60.246,58.487,71186.44,601318
144,2007-10-08,60.246,62.177,64.107,59.543,91145.69,601318
145,2007-10-09,62.005,63.307,63.984,61.126,65847.12,601318
146,2007-10-10,63.589,62.005,63.932,61.61,80836.0,601318
147,2007-10-11,62.005,63.382,64.116,60.686,96470.4,601318
148,2007-10-12,63.413,61.882,63.413,60.027,100592.27,601318
149,2007-10-15,61.61,60.686,62.313,60.027,107186.77,601318
150,2007-10-16,60.686,60.246,62.177,60.027,75411.06,601318
151,2007-10-17,60.246,60.013,61.258,59.798,60616.67,601318
152,2007-10-18,61.126,59.912,62.269,59.367,79096.9,601318
153,2007-10-19,61.038,59.323,61.082,58.487,66503.84,601318
154,2007-10-22,58.268,61.095,61.297,57.828,88047.16,601318
155,2007-10-23,61.091,62.313,62.326,60.686,76849.5,601318
156,2007-10-24,62.903,63.76,65.647,62.445,91523.94,601318
157,2007-10-25,63.764,61.566,65.523,60.686,94618.97,601318
158,2007-10-26,60.246,61.737,62.665,60.246,46382.44,601318
159,2007-10-29,61.346,61.821,63.764,60.268,91252.45,601318
160,2007-10-30,61.83,62.071,62.837,60.642,61624.83,601318
161,2007-10-31,62.973,61.504,63.589,61.346,70453.29,601318
162,2007-11-01,61.961,60.242,62.357,60.097,76587.59,601318
163,2007-11-02,59.587,57.911,60.027,57.74,95075.94,601318
164,2007-11-05,57.432,55.836,58.325,55.189,87901.88,601318
165,2007-11-06,55.84,55.757,56.676,54.974,48925.68,601318
166,2007-11-07,56.289,54.512,56.509,52.894,61892.87,601318
167,2007-11-08,54.53,51.97,54.53,51.742,89238.84,601318
168,2007-11-09,51.803,52.247,53.219,51.627,83577.68,601318
169,2007-11-12,51.012,51.544,52.771,50.132,70261.21,601318
170,2007-11-13,52.463,50.651,53.606,49.406,89967.42,601318
171,2007-11-14,52.155,54.538,54.591,51.016,104406.27,601318
172,2007-11-15,53.65,54.411,56.148,53.597,85787.58,601318
173,2007-11-16,53.65,53.659,54.961,52.595,54094.34,601318
174,2007-11-19,53.65,51.97,54.002,51.618,49108.02,601318
175,2007-11-20,51.451,52.032,52.318,50.079,74698.21,601318
176,2007-11-21,52.023,50.972,52.494,50.924,29716.48,601318
177,2007-11-22,49.692,47.005,50.352,46.174,84586.91,601318
178,2007-11-23,46.174,47.753,47.925,46.152,55368.87,601318
179,2007-11-26,48.901,46.588,49.257,46.253,40592.94,601318
180,2007-11-27,46.465,44.406,46.834,44.327,66725.69,601318
181,2007-11-28,44.481,45.009,45.866,44.376,49848.23,601318
182,2007-11-29,45.932,48.364,48.549,45.471,99393.56,601318
183,2007-11-30,48.373,47.815,48.808,47.098,65984.87,601318
184,2007-12-03,47.889,49.921,49.956,47.274,64820.14,601318
185,2007-12-04,49.736,51.377,52.859,49.692,78710.56,601318
186,2007-12-05,51.231,52.357,52.828,51.1,43168.8,601318
187,2007-12-06,52.384,52.309,52.771,51.891,45189.43,601318
188,2007-12-07,51.891,52.749,53.729,51.891,25435.27,601318
189,2007-12-10,51.979,53.215,53.386,51.495,66689.44,601318
190,2007-12-11,53.232,51.61,53.386,50.352,104340.55,601318
191,2007-12-12,51.012,48.861,51.012,48.738,174867.36,601318
192,2007-12-13,48.272,47.067,49.472,46.988,84123.11,601318
193,2007-12-14,46.614,47.705,47.968,46.104,94043.82,601318
194,2007-12-17,47.665,44.49,47.669,44.459,144679.28,601318
195,2007-12-18,43.888,44.833,45.699,43.756,86369.22,601318
196,2007-12-19,45.713,45.88,46.412,44.855,48021.75,601318
197,2007-12-20,46.24,46.341,46.821,45.286,54012.28,601318
198,2007-12-21,46.35,47.581,48.329,46.35,68975.17,601318
199,2007-12-24,48.285,48.694,49.384,47.37,107054.92,601318
200,2007-12-25,48.76,47.37,48.817,46.746,113442.02,601318
201,2007-12-26,47.357,46.434,47.713,45.308,129516.66,601318
202,2007-12-27,46.434,47.599,47.713,44.837,183976.76,601318
203,2007-12-28,47.467,46.658,47.489,46.086,145602.68,601318
204,2008-01-02,46.526,45.29,46.526,45.172,200760.01,601318
205,2008-01-03,45.106,44.78,45.163,43.703,379968.67,601318
206,2008-01-04,44.692,45.831,45.95,43.976,180837.53,601318
207,2008-01-07,45.515,45.027,45.515,43.993,224284.1,601318
208,2008-01-08,45.207,46.654,47.203,45.207,324606.03,601318
209,2008-01-09,46.394,46.706,47.098,46.086,154007.34,601318
210,2008-01-10,46.834,47.089,47.274,45.594,239537.43,601318
211,2008-01-11,47.282,48.237,48.619,47.282,270258.19,601318
212,2008-01-14,48.611,48.127,49.648,47.933,154510.57,601318
213,2008-01-15,48.153,46.192,48.32,45.735,332476.54,601318
214,2008-01-16,45.295,44.288,45.506,44.041,271646.84,601318
215,2008-01-17,43.976,43.791,44.635,42.568,223156.08,601318
216,2008-01-18,43.778,43.188,43.967,42.52,214061.19,601318
217,2008-01-21,43.188,38.87,43.188,38.87,332012.0,601318
218,2008-01-22,36.939,34.983,36.939,34.983,328947.93,601318
219,2008-01-23,34.305,35.387,36.06,33.659,345617.88,601318
220,2008-01-24,36.064,35.15,36.148,33.773,238230.61,601318
221,2008-01-25,34.996,35.44,36.016,34.257,256725.86,601318
222,2008-01-28,34.741,31.895,34.961,31.895,239765.74,601318
223,2008-01-29,32.982,31.873,33.386,31.201,150831.01,601318
224,2008-01-30,32.537,31.267,32.929,30.334,218955.0,601318
225,2008-01-31,31.121,31.579,32.124,30.871,104764.75,601318
226,2008-02-01,31.834,32.537,32.872,31.363,213846.45,601318
227,2008-02-04,33.399,34.811,35.101,33.377,255250.05,601318
228,2008-02-05,34.688,34.055,34.692,33.685,121342.83,601318
229,2008-02-13,32.542,31.627,32.762,31.443,143035.97,601318
230,2008-02-14,32.014,32.718,32.894,31.856,106291.1,601318
231,2008-02-15,32.322,33.404,33.421,32.014,104584.65,601318
232,2008-02-18,33.795,34.081,34.345,33.545,111788.98,601318
233,2008-02-19,34.033,33.808,34.033,32.762,152563.96,601318
234,2008-02-20,33.751,32.735,33.751,32.533,106712.96,601318
235,2008-02-21,32.52,31.891,32.52,31.205,128895.4,601318
236,2008-02-22,31.289,30.528,31.464,30.343,123990.91,601318
237,2008-02-25,30.585,28.751,30.91,28.588,123151.35,601318
238,2008-02-26,30.519,29.921,30.84,29.024,168604.49,601318
239,2008-02-27,30.277,31.583,31.882,29.903,199465.98,601318
240,2008-02-28,31.223,30.783,31.5,30.647,112574.34,601318
241,2008-02-29,30.787,31.311,31.882,30.501,123558.65,601318
242,2008-03-03,31.047,30.831,31.548,29.89,317560.42,601318
243,2008-03-04,30.778,29.508,30.831,29.459,274004.33,601318
244,2008-03-06,30.774,31.829,32.458,29.64,592802.2,601318
245,2008-03-07,30.959,29.754,30.959,29.112,574224.11,601318
246,2008-03-10,29.314,28.364,29.376,28.259,270468.9,601318
247,2008-03-11,28.18,28.078,28.514,27.48,209385.76,601318
248,2008-03-12,29.103,28.061,29.231,27.573,274029.34,601318
249,2008-03-13,27.924,27.876,27.946,27.199,244558.62,601318
250,2008-03-14,27.823,27.727,27.92,26.979,201078.88,601318
251,2008-03-17,27.265,26.306,27.309,26.165,228938.67,601318
252,2008-03-18,26.289,24.807,26.715,24.354,300225.82,601318
253,2008-03-19,25.62,25.04,25.62,24.538,540636.07,601318
254,2008-03-20,22.867,24.604,25.242,22.537,421131.78,601318
255,2008-03-21,24.802,24.653,25.457,24.178,334576.87,601318
256,2008-03-24,24.815,22.234,24.912,22.186,510761.58,601318
257,2008-03-25,21.548,22.463,23.175,21.24,508546.17,601318
258,2008-03-26,22.564,22.951,23.527,22.208,398387.2,601318
259,2008-03-27,22.155,21.544,22.779,21.456,272417.62,601318
260,2008-03-28,21.733,23.369,23.514,21.412,674079.97,601318
261,2008-03-31,22.639,23.267,23.866,22.472,446562.63,601318
262,2008-04-01,23.087,23.461,23.835,22.476,426326.94,601318
263,2008-04-02,24.077,25.0,25.805,23.791,813213.68,601318
264,2008-04-03,24.45,25.963,26.034,24.275,396089.42,601318
265,2008-04-07,26.337,27.353,27.617,25.963,524241.65,601318
266,2008-04-08,27.124,27.023,27.397,26.28,371506.84,601318
267,2008-04-09,26.385,25.119,26.693,25.018,301896.99,601318
268,2008-04-10,24.943,25.673,25.717,24.222,253040.16,601318
269,2008-04-11,25.946,25.836,26.297,25.321,163652.64,601318
270,2008-04-14,25.018,24.138,25.189,23.835,391067.64,601318
271,2008-04-15,24.107,24.609,24.89,22.779,270677.14,601318
272,2008-04-16,24.318,23.896,24.754,23.835,120519.39,601318
273,2008-04-17,23.967,24.763,25.233,23.967,371270.83,601318
274,2008-04-18,24.187,24.296,25.066,23.848,362445.19,601318
275,2008-04-21,26.689,25.066,26.689,24.45,579710.36,601318
276,2008-04-22,24.648,25.563,25.726,23.712,240229.29,601318
277,2008-04-23,25.418,26.698,26.825,25.07,438692.46,601318
278,2008-04-24,29.244,29.367,29.367,28.567,954565.58,601318
279,2008-04-25,29.464,29.472,30.691,29.244,754353.87,601318
280,2008-04-28,28.364,28.452,29.024,28.109,307200.9,601318
281,2008-04-29,28.232,28.606,28.817,28.122,218923.86,601318
282,2008-04-30,29.464,30.343,30.691,29.178,628620.74,601318
283,2008-05-05,30.783,30.172,31.003,29.771,357413.92,601318
284,2008-05-06,29.903,29.697,30.035,29.464,214954.5,601318
285,2008-05-07,29.697,27.3,29.903,27.247,569764.12,601318
286,2008-05-08,26.997,27.564,27.823,26.61,284007.29,601318
287,2008-05-09,28.936,28.18,29.314,27.634,400655.85,601318
288,2008-05-12,27.309,27.625,28.276,26.772,222295.43,601318
289,2008-05-14,26.539,27.661,27.687,26.539,411343.63,601318
290,2008-05-15,27.832,27.133,28.144,27.045,197671.84,601318
291,2008-05-16,27.265,27.063,27.793,26.684,140192.37,601318
292,2008-05-19,27.08,26.482,27.194,26.077,139247.11,601318
293,2008-05-20,26.482,25.084,26.957,25.022,203398.58,601318
294,2008-05-21,25.057,25.493,25.515,24.345,218184.41,601318
295,2008-05-22,25.194,24.618,25.194,24.516,129708.85,601318
296,2008-05-23,24.761,24.757,25.285,24.526,95297.78,601318
297,2008-05-26,24.406,23.465,24.406,23.43,175875.52,601318
298,2008-05-27,23.523,23.98,24.007,23.128,133672.17,601318
299,2008-05-28,24.096,24.761,25.143,23.763,187574.04,601318
300,2008-05-29,24.717,23.923,24.806,23.896,109081.43,601318
301,2008-05-30,24.189,24.983,25.023,24.184,207212.92,601318
302,2008-06-02,24.806,25.245,25.52,24.415,158336.21,601318
303,2008-06-03,25.05,24.721,25.356,24.584,115573.03,601318
304,2008-06-04,24.61,24.1,24.841,23.9,126088.31,601318
305,2008-06-05,23.967,24.193,24.442,23.914,75527.29,601318
306,2008-06-06,24.34,24.211,24.708,23.971,75632.97,601318
307,2008-06-10,22.853,22.245,23.284,21.966,242541.66,601318
308,2008-06-11,22.121,22.361,22.698,21.97,134014.1,601318
309,2008-06-12,22.187,21.917,22.254,21.438,164090.32,601318
310,2008-06-13,21.921,21.766,22.276,21.655,95476.25,601318
311,2008-06-16,21.868,22.161,22.285,21.46,177529.79,601318
312,2008-06-17,22.179,21.801,22.316,21.566,122202.9,601318
313,2008-06-18,21.69,22.662,22.853,21.078,312785.46,601318
314,2008-06-19,22.445,21.251,22.454,21.122,203157.12,601318
315,2008-06-20,21.278,22.347,23.119,20.874,358139.3,601318
316,2008-06-23,21.877,21.602,22.236,21.522,137208.36,601318
317,2008-06-24,21.655,22.041,22.4,21.566,197405.77,601318
318,2008-06-25,22.041,22.622,22.853,21.881,196437.79,601318
319,2008-06-26,22.622,22.933,23.164,22.542,193983.38,601318
320,2008-06-27,21.81,21.761,22.276,21.722,202573.9,601318
321,2008-06-30,21.766,21.859,22.21,21.637,159934.81,601318
322,2008-07-01,21.966,21.22,21.983,21.034,205411.0,601318
323,2008-07-02,21.034,19.099,21.389,19.099,458716.42,601318
324,2008-07-03,18.185,17.994,18.766,17.2,1095371.65,601318
325,2008-07-04,17.661,17.825,17.972,17.462,296279.48,601318
326,2008-07-07,17.75,18.624,18.819,17.746,343102.44,601318
327,2008-07-08,18.624,17.892,18.997,17.661,493228.22,601318
328,2008-07-09,18.269,19.427,19.441,18.194,642236.5,601318
329,2008-07-10,18.948,19.099,19.667,18.864,512292.4,601318
330,2008-07-11,19.019,19.152,19.259,18.571,275097.6,601318
331,2008-07-14,18.882,19.17,19.458,18.859,187203.36,601318
332,2008-07-15,19.179,18.021,19.237,17.972,301405.14,601318
333,2008-07-16,17.75,17.484,17.75,17.253,199447.94,601318
334,2008-07-18,17.772,18.225,18.287,17.306,281517.44,601318
335,2008-07-21,17.972,19.046,19.17,17.888,364586.07,601318
336,2008-07-22,18.948,19.081,19.254,18.842,240277.89,601318
337,2008-07-23,19.214,19.467,19.836,19.205,381094.47,601318
338,2008-07-24,19.791,20.847,21.078,19.791,507272.04,601318
339,2008-07-25,20.373,20.386,20.608,19.969,296010.41,601318
340,2008-07-28,20.435,19.929,20.901,19.747,308276.29,601318
341,2008-07-29,19.481,19.538,19.649,19.268,167795.03,601318
342,2008-07-30,20.013,19.516,20.066,19.339,119114.84,601318
343,2008-07-31,19.658,19.068,19.68,19.037,132378.86,601318
344,2008-08-01,18.944,19.88,20.089,18.824,185083.21,601318
345,2008-08-04,19.521,19.485,20.08,19.436,112308.19,601318
346,2008-08-05,19.525,19.609,20.031,19.436,212780.25,601318
347,2008-08-06,19.84,20.306,20.492,19.747,224187.13,601318
348,2008-08-07,20.279,20.231,20.43,19.924,167055.08,601318
349,2008-08-08,20.084,19.148,20.231,19.081,175456.63,601318
350,2008-08-11,19.117,18.495,19.432,18.282,180577.04,601318
351,2008-08-12,18.424,18.642,18.859,18.376,117655.54,601318
352,2008-08-13,18.416,18.176,18.593,17.972,132485.33,601318
353,2008-08-14,18.118,18.229,18.584,17.976,86122.22,601318
354,2008-08-15,18.238,18.562,18.842,18.101,80595.1,601318
355,2008-08-18,18.602,17.754,18.633,17.75,152816.27,601318
356,2008-08-19,17.697,18.216,18.3,17.528,117178.3,601318
357,2008-08-20,18.056,19.951,20.035,17.972,293755.09,601318
358,2008-08-21,19.525,19.134,19.836,19.121,178849.8,601318
359,2008-08-22,18.771,19.019,19.29,18.664,91763.59,601318
360,2008-08-25,19.081,19.29,19.791,18.691,119314.24,601318
361,2008-08-26,19.081,19.498,19.596,18.908,118850.68,601318
362,2008-08-27,19.569,19.849,20.173,19.481,251115.36,601318
363,2008-08-28,20.035,20.239,20.736,20.035,203657.58,601318
364,2008-08-29,20.315,20.381,20.714,20.315,192002.1,601318
365,2008-09-01,20.191,19.787,20.195,19.476,140840.69,601318
366,2008-09-02,19.747,19.689,20.026,19.516,104075.86,601318
367,2008-09-03,19.849,19.432,19.991,19.081,120808.34,601318
368,2008-09-04,19.197,19.086,19.432,18.637,121915.81,601318
369,2008-09-05,18.549,18.54,18.748,18.371,122637.16,601318
370,2008-09-08,18.717,19.01,19.126,18.424,190254.5,601318
371,2008-09-09,19.081,18.957,19.126,18.753,112911.56,601318
372,2008-09-10,18.726,18.726,19.303,18.504,124751.41,601318
373,2008-09-11,18.593,17.484,18.859,17.453,167735.39,601318
374,2008-09-12,17.626,17.874,18.163,17.55,146856.9,601318
375,2008-09-16,17.195,16.361,17.195,16.086,317635.2,601318
376,2008-09-17,16.197,14.892,16.476,14.724,326249.74,601318
377,2008-09-18,13.836,13.605,14.599,13.401,466526.25,601318
378,2008-09-19,14.968,14.968,14.968,14.764,210605.49,601318
379,2008-09-22,16.463,16.463,16.463,15.864,713773.55,601318
380,2008-09-23,15.975,15.802,16.365,15.789,509624.78,601318
381,2008-09-24,15.527,15.726,15.753,15.136,322493.43,601318
382,2008-09-25,15.793,16.09,17.297,15.726,799798.43,601318
383,2008-09-26,15.842,14.764,15.957,14.48,1434172.07,601318
384,2008-10-06,15.135,14.912,15.296,14.644,828835.8,601318
385,2008-10-07,13.854,14.26,14.734,13.823,386758.02,601318
386,2008-10-08,13.707,12.948,13.984,12.867,516711.39,601318
387,2008-10-09,13.104,12.97,13.327,12.233,485971.95,601318
388,2008-10-10,12.233,12.394,12.698,12.162,405175.47,601318
389,2008-10-13,12.497,13.367,13.417,12.059,629485.08,601318
390,2008-10-14,14.247,13.175,14.256,13.135,691819.78,601318
391,2008-10-15,12.51,12.8,12.966,12.439,329401.58,601318
392,2008-10-16,12.099,11.742,12.171,11.613,348701.12,601318
393,2008-10-17,11.965,11.707,12.01,11.608,202842.07,601318
394,2008-10-20,11.555,11.948,12.055,11.05,470914.15,601318
395,2008-10-21,11.948,11.613,12.01,11.577,488553.42,601318
396,2008-10-22,11.296,11.171,11.51,11.117,349534.93,601318
397,2008-10-23,10.715,10.76,10.939,10.537,501258.08,601318
398,2008-10-24,10.769,10.095,10.845,10.072,636985.96,601318
399,2008-10-27,9.751,9.318,9.755,9.153,717096.1,601318
400,2008-10-28,9.278,9.278,9.563,8.885,1150363.84,601318
401,2008-10-29,9.465,9.497,9.992,9.349,1107373.17,601318
402,2008-10-30,9.327,10.447,10.447,9.032,1141256.11,601318
403,2008-10-31,10.157,10.144,10.51,10.046,678541.21,601318
404,2008-11-03,10.126,10.581,10.961,10.09,587606.94,601318
405,2008-11-04,10.447,10.613,10.76,10.202,441623.91,601318
406,2008-11-05,10.715,11.296,11.675,10.715,671940.86,601318
407,2008-11-06,10.814,10.72,11.113,10.698,431396.33,601318
408,2008-11-07,10.407,11.229,11.376,10.381,434256.71,601318
409,2008-11-10,11.698,11.818,12.099,11.381,695597.89,601318
410,2008-11-11,11.519,11.532,11.782,11.39,471317.08,601318
411,2008-11-12,11.372,11.403,11.774,11.117,438804.21,601318
412,2008-11-13,11.108,11.595,11.921,10.751,811084.77,601318
413,2008-11-14,11.899,11.872,12.055,11.622,749541.68,601318
414,2008-11-17,11.787,12.14,12.207,11.657,603542.43,601318
415,2008-11-18,11.965,10.925,12.269,10.925,669180.6,601318
416,2008-11-19,10.814,11.43,11.59,10.278,847555.02,601318
417,2008-11-20,10.894,10.773,11.229,10.662,760420.78,601318
418,2008-11-21,10.327,10.921,11.206,10.215,694695.34,601318
419,2008-11-24,10.827,10.381,10.876,10.367,368354.61,601318
420,2008-11-25,10.689,10.479,10.715,10.358,266098.01,601318
421,2008-11-26,10.349,10.568,10.715,10.349,191141.82,601318
422,2008-11-27,11.215,10.671,11.412,10.635,625070.17,601318
423,2008-11-28,10.537,10.041,10.648,9.992,472365.76,601318
424,2008-12-01,10.032,10.077,10.153,9.648,343705.54,601318
425,2008-12-02,9.688,10.068,10.327,9.675,315704.6,601318
426,2008-12-03,10.206,10.693,10.724,10.189,469585.7,601318
427,2008-12-04,10.983,11.497,11.765,10.983,1195267.23,601318
428,2008-12-05,11.452,11.724,11.858,11.403,621197.31,601318
429,2008-12-08,12.019,12.274,12.336,11.858,869063.85,601318
430,2008-12-09,12.233,11.912,12.367,11.818,558399.39,601318
431,2008-12-10,11.787,12.425,12.573,11.68,556390.23,601318
432,2008-12-11,12.282,12.345,12.787,12.189,537850.48,601318
433,2008-12-12,12.202,11.582,12.345,11.385,466841.67,601318
434,2008-12-15,11.876,12.046,12.434,11.809,481639.61,601318
435,2008-12-16,11.836,12.189,12.198,11.608,272138.9,601318
436,2008-12-17,12.385,12.309,12.747,12.278,484226.39,601318
437,2008-12-18,12.314,13.198,13.229,12.068,598699.31,601318
438,2008-12-19,12.948,13.546,13.975,12.903,644904.85,601318
439,2008-12-22,13.43,12.827,13.6,12.68,443510.21,601318
440,2008-12-23,12.814,12.059,12.814,12.055,409801.45,601318
441,2008-12-24,11.965,12.104,12.296,11.921,293094.55,601318
442,2008-12-25,12.055,11.925,12.175,11.657,246613.08,601318
443,2008-12-26,11.791,11.97,12.282,11.698,198413.68,601318
444,2008-12-29,11.832,11.818,12.019,11.564,213538.65,601318
445,2008-12-30,11.818,11.707,12.024,11.626,153046.13,601318
446,2008-12-31,11.756,11.872,12.18,11.707,187663.01,601318
447,2009-01-05,12.457,12.881,12.934,12.323,351053.5,601318
448,2009-01-06,12.814,13.332,13.559,12.783,451975.71,601318
449,2009-01-07,13.292,13.336,13.488,13.104,306279.49,601318
450,2009-01-08,12.858,12.653,12.97,12.524,329273.23,601318
451,2009-01-09,12.613,12.684,13.015,12.613,235815.68,601318
452,2009-01-12,12.591,12.461,12.814,12.412,323459.02,601318
453,2009-01-13,12.233,12.323,12.653,12.189,189568.62,601318
454,2009-01-14,12.492,13.327,13.345,12.421,419314.24,601318
455,2009-01-15,13.037,13.158,13.283,12.818,522011.57,601318
456,2009-01-16,13.26,13.175,13.823,12.948,491821.52,601318
457,2009-01-19,13.39,13.546,13.885,13.385,453985.9,601318
458,2009-01-20,13.394,13.501,13.653,13.082,285719.56,601318
459,2009-01-21,13.171,13.073,13.568,12.948,546236.51,601318
460,2009-01-22,13.242,13.095,13.43,12.916,260582.61,601318
461,2009-01-23,12.992,12.885,13.184,12.841,237239.48,601318
462,2009-02-02,13.171,13.086,13.3,12.961,154220.87,601318
463,2009-02-03,13.055,13.443,13.55,12.992,327479.84,601318
464,2009-02-04,13.528,13.854,13.93,13.528,318624.73,601318
465,2009-02-05,13.939,14.493,14.845,13.908,646045.63,601318
